** Cluster Picker Results **
Input sequences =	C:\MyDocuments\Clusters\ClusterTutorial\EU3031.fas
Input tree =	C:\MyDocuments\Clusters\ClusterTutorial\EU3031.treeforCPT.nwk
Initial support threshold=	0.9
Support threshold=	0.9
Genetic distance threshold=	0.045
Large cluster threshold=	5
-------------------------
** Sequences with cluster assignment output with new names
** Tree modified to contain new names
** new names have form: Clust(C)_(SequenceName) where C = cluster number, e.g. Clust25_139320
-------------------------
Output sequences =	C:\MyDocuments\Clusters\ClusterTutorial\EU3031_EU3031.treeforCPT_clusterPicks.fas
Output tree=	C:\MyDocuments\Clusters\ClusterTutorial\EU3031.treeforCPT_clusterPicks.nwk
Output figtree=	C:\MyDocuments\Clusters\ClusterTutorial\EU3031.treeforCPT_clusterPicks.nwk.figTree
-------------------------
There are	3031	sequences
Tree has	3031	tips
Found	228	clusters
ClusterNumber	NumberOfTips	NumberOfTipsCheck	TipNames	Bootstrap	GD
159	2	2	[Clust159_B.DK.1182_48_1404_20030724.DQ877799_2003, Clust159_B.DK.S13.AM490879_2004]	1.0	0.011011011011011011
160	2	2	[Clust160_B.GB.1182_48_8049_20030819.DQ879076_2003, Clust160_B.GB.74108.JN101596_2006]	1.0	0.008008008008008008
161	3	3	[Clust161_B.DE.1182_48_4109_20030304.DQ878339_2003, Clust161_B.DE.1182_48_4050_20030218.DQ878283_2003, Clust161_B.DE.1182_48_4110_20030311.DQ878340_2003]	0.992	0.04004004004004004
162	2	2	[Clust162_B.FR.1182_48_3262_20030729.DQ878166_2003, Clust162_B.FR.1182_48_3297_20030930.DQ878203_2003]	1.0	0.022022022022022022
163	2	2	[Clust163_B.ES.1182_48_7098_20030714.DQ878951_2003, Clust163_B.ES.2_1_99.AY188569_1999]	0.959	0.03803803803803804
164	3	3	[Clust164_B.GB.clE_s44_n_y05.EU817089_2005, Clust164_B.GB.clE_s45_n_y05.EU817091_2005, Clust164_B.GB.clE_s43_n_y05.EU817090_2005]	1.0	0.009009009009009009
165	2	2	[Clust165_B.DE.1182_48_4261_20030530.DQ878493_2003, Clust165_B.DE.ID1561_GT2.GU271167_2002]	1.0	0.015015015015015015
166	2	2	[Clust166_B.DE.1182_48_4215_20030512.DQ878448_2003, Clust166_B.DE.ID1083_GT2.GU271161_2002]	0.999	0.012012012012012012
167	2	2	[Clust167_B.FR.1182_48_3195_20030512.DQ878105_2003, Clust167_B.FR.1182_48_3212_20030731.DQ878122_2003]	1.0	0.01001001001001001
168	2	2	[Clust168_B.FR.1182_48_3169_20030409.DQ878078_2003, Clust168_B.FR.1182_48_3303_20030911.DQ878207_2003]	1.0	0.003003003003003003
169	2	2	[Clust169_B.GB.74122.JN101773_2002, Clust169_B.GB.92144.JN101843_2006]	1.0	0.014014014014014014
170	12	12	[Clust170_B.GB.93560.JN101070_2003, Clust170_B.GB.87483.JN101890_2006, Clust170_B.GB.66276.JN101792_2004, Clust170_B.GB.90983.JN101486_2007, Clust170_B.GB.92247.JN101686_2004, Clust170_B.GB.67944.JN101323_2005, Clust170_B.GB.78634.JN101739_2002, Clust170_B.GB.95495.JN101896_2006, Clust170_B.GB.75888.JN101084_2005, Clust170_B.GB.100389.JN101100_2005, Clust170_B.GB.77565.JN101663_2005, Clust170_B.GB.94134.JN101081_2006]	0.934	0.03003003003003003
171	5	5	[Clust171_B.GB.85374.JN100797_2007, Clust171_B.GB.86273.JN101404_2004, Clust171_B.CZ.85600PL1.AY694273_2000, Clust171_B.CZ.85522PL1.AY694281_2000, Clust171_B.CZ.85534PL1.AY694272_2000]	1.0	0.014014014014014014
172	2	2	[Clust172_B.GB.75429.JN100795_2002, Clust172_B.GB.96540.JN101434_2001]	0.931	0.035035035035035036
173	2	2	[Clust173_B.GB.70394.JN101567_2005, Clust173_B.GB.90557.JN100699_2005]	1.0	0.014014014014014014
174	2	2	[Clust174_B.ES.05SP0256079.FJ481772_2005, Clust174_B.ES.06SP0303104.FJ481826_2006]	0.999	0.016016016016016016
175	2	2	[Clust175_B.GB.70589.JN101795_2005, Clust175_B.GB.72130.JN100695_2006]	0.999	0.04004004004004004
176	2	2	[Clust176_B.GB.68107.JN100958_1999, Clust176_B.GB.69312.JN101550_2006]	0.999	0.016016016016016016
177	2	2	[Clust177_B.GB.81423.JN100924_2002, Clust177_B.GB.99418.JN100857_2003]	0.97	0.03403403403403404
178	5	5	[Clust178_B.BE.VI2626.DQ177220_2002, Clust178_B.GB.78944.JN100785_2001, Clust178_B.GB.74215.JN101676_2005, Clust178_B.GB.98658.JN101551_2005, Clust178_B.GB.80074.JN101810_2006]	0.989	0.044044044044044044
179	2	2	[Clust179_B.GB.81248.JN100975_2006, Clust179_B.GB.97200.JN101625_2005]	1.0	0.008008008008008008
180	4	4	[Clust180_B.GB.79941.JN100719_2006, Clust180_B.GB.79261.JN100976_2003, Clust180_B.GB.67106.JN101368_2004, Clust180_B.GB.77754.JN101198_1999]	0.991	0.03403403403403404
181	2	2	[Clust181_B.ES.04SP0224128.FJ481735_2004, Clust181_B.ES.05SP0249434.FJ481781_2005]	1.0	0.011011011011011011
182	2	2	[Clust182_B.GB.84635.JN100750_2006, Clust182_B.GB.95310.JN101282_2003]	0.984	0.014014014014014014
183	4	4	[Clust183_B.GB.83077.JN101458_2006, Clust183_B.GB.74212.JN101105_2006, Clust183_B.GB.83551.JN101305_2006, Clust183_B.GB.95173.JN101211_2006]	0.992	0.013013013013013013
184	2	2	[Clust184_B.BE.VI218.DQ177222_1989, Clust184_B.BE.VI318.DQ177225_1989]	0.959	0.02902902902902903
185	3	3	[Clust185_B.ES.04SP0224135.FJ481742_2004, Clust185_B.ES.04SP0224136.FJ481738_2004, Clust185_B.ES.05SP0249428.FJ481760_2005]	0.997	0.028028028028028028
186	4	4	[Clust186_B.GB.94218.JN101097_2006, Clust186_B.GB.73976.JN101772_2006, Clust186_B.GB.73658.JN101291_2005, Clust186_B.GB.78964.JN101162_2006]	0.995	0.042042042042042045
187	2	2	[Clust187_B.GB.90185.JN101124_2005, Clust187_B.GB.91264.JN100712_2005]	0.985	0.023023023023023025
188	2	2	[Clust188_B.GB.79267.JN101886_2006, Clust188_B.GB.90229.JN101543_2002]	0.988	0.03203203203203203
189	3	3	[Clust189_B.CY.CY190.JF683743_2007, Clust189_B.CY.CY268.JF683809_2009, Clust189_B.CY.CY194.JF683746_2007]	0.997	0.011011011011011011
190	2	2	[Clust190_B.GB.77020.JN101746_2005, Clust190_B.GB.99281.JN101643_2006]	0.904	0.02902902902902903
191	2	2	[Clust191_B.GB.1182_48_8095_20030909.DQ879092_2003, Clust191_B.GB.80597.JN101915_1998]	0.995	0.01901901901901902
192	2	2	[Clust192_B.GB.75614.JN101797_2003, Clust192_B.GB.99466.JN100920_2005]	0.993	0.03203203203203203
193	2	2	[Clust193_B.IT.CV1161_23_08.GU969530_2008, Clust193_B.IT.CV1203_97_08.GU969554_2008]	0.997	0.035035035035035036
194	2	2	[Clust194_B.ES.X2555_1.GU326134_2008, Clust194_B.GB.84603.JN101675_2004]	0.993	0.028028028028028028
195	17	17	[Clust195_B.GB.89578.JN101677_2006, Clust195_B.GB.clB_s30_n_y05.EU817076_2005, Clust195_B.GB.67840.JN101388_2000, Clust195_B.GB.clB_s34_n_y03.EU817080_2003, Clust195_B.GB.89742.JN101197_2004, Clust195_B.GB.clB_s32_n_y04.EU817078_2004, Clust195_B.GB.67620.JN101107_2004, Clust195_B.GB.clB_s27_n_y05.EU817073_2005, Clust195_B.GB.clB_s29_n_y04.EU817075_2004, Clust195_B.GB.clB_s23_e_y05.EU817069_2005, Clust195_B.GB.92595.JN101090_2006, Clust195_B.GB.clB_s24_n_y05.EU817070_2005, Clust195_B.GB.clB_s31_n_y05.EU817077_2005, Clust195_B.GB.clB_s26_n_y02.EU817072_2002, Clust195_B.GB.94935.JN100995_2003, Clust195_B.GB.clB_s35_n_y01.EU817081_2001, Clust195_B.GB.clB_s33_n_y00.EU817079_2000]	1.0	0.023023023023023025
196	9	9	[Clust196_B.GB.94194.JN101436_2005, Clust196_B.GB.90699.JN101771_2003, Clust196_B.GB.97927.JN101459_2006, Clust196_B.GB.81527.JN101079_2003, Clust196_B.GB.84709.JN100948_2005, Clust196_B.GB.90776.JN101207_2005, Clust196_B.GB.77726.JN101793_2002, Clust196_B.GB.92178.JN101881_2005, Clust196_B.GB.77900.JN101895_2005]	0.91	0.035035035035035036
197	3	3	[Clust197_B.CY.CY130.FJ388934_2005, Clust197_B.CY.CY014.EU673383_2005, Clust197_B.CY.CY180.FJ388955_2006]	0.908	0.011011011011011011
198	2	2	[Clust198_B.CY.CY242.JF683788_2009, Clust198_B.GB.79264.JN101200_2004]	0.987	0.018018018018018018
199	2	2	[Clust199_B.CY.CY254.JF683797_2009, Clust199_B.GB.74856.JN101707_2004]	0.999	0.014014014014014014
200	3	3	[Clust200_B.GB.92094.JN101736_2007, Clust200_B.GB.84044.JN101091_2004, Clust200_B.GB.97737.JN101622_2000]	0.985	0.044044044044044044
201	2	2	[Clust201_B.IT.CV1206_101_08.GU969555_2008, Clust201_B.IT.CV1209_RI_08.GU969557_2008]	1.0	0.03403403403403404
202	5	5	[Clust202_B.GB.75704.JN101005_2002, Clust202_B.GB.82699.JN100737_2006, Clust202_B.GB.82650.JN101373_2000, Clust202_B.GB.67479.JN101053_2004, Clust202_B.GB.98537.JN101671_2003]	1.0	0.018018018018018018
203	2	2	[Clust203_B.CY.CY120.FJ388931_2005, Clust203_B.CY.CY137.FJ388937_2005]	0.992	0.012012012012012012
204	2	2	[Clust204_B.GB.100303.JN101444_2005, Clust204_B.GB.72183.JN100706_2006]	1.0	0.012012012012012012
205	2	2	[Clust205_B.GB.83740.JN100764_2004, Clust205_B.GB.98347.JN101325_2005]	1.0	0.01901901901901902
206	2	2	[Clust206_B.GB.78870.JN101077_2006, Clust206_B.GB.83532.JN100862_2007]	0.925	0.043043043043043044
207	2	2	[Clust207_B.GB.74209.JN101580_2004, Clust207_B.GB.78726.JN101432_2002]	0.992	0.01901901901901902
208	2	2	[Clust208_B.GB.84724.JN101059_2000, Clust208_B.GB.91777.JN101452_2001]	1.0	0.008008008008008008
209	2	2	[Clust209_B.CZ.52540PL14.AY694308_2000, Clust209_B.CZ.79664PL1.AY694292_2000]	1.0	0.018018018018018018
210	5	5	[Clust210_B.IT.CV1136_102_07.GU969514_2007, Clust210_B.IT.CV1170_34_08.GU969535_2008, Clust210_B.IT.CV1068_133_06.GU969486_2006, Clust210_B.IT.CV1054_124_06.GU969484_2006, Clust210_B.IT.CV984_73_06.GU969495_2006]	0.999	0.025025025025025027
211	2	2	[Clust211_B.GB.86079.JN101209_2006, Clust211_B.GB.93037.JN100951_2006]	0.992	0.016016016016016016
212	3	3	[Clust212_B.GB.93379.JN101016_2006, Clust212_B.GB.73469.JN101443_2005, Clust212_B.GB.74550.JN101628_2005]	0.942	0.036036036036036036
213	2	2	[Clust213_B.GB.87515.JN101379_2004, Clust213_B.GB.87737.JN101356_2005]	1.0	0.01701701701701702
214	2	2	[Clust214_B.CY.CY201.JF683753_2007, Clust214_B.GB.86131.JN101415_2006]	0.998	0.023023023023023025
215	2	2	[Clust215_B.ES.04SP0173827.FJ481749_2004, Clust215_B.ES.06SP0285598.FJ481831_2006]	0.998	0.018018018018018018
216	2	2	[Clust216_B.GB.85192.JN100803_2003, Clust216_B.GB.95697.JN101004_2006]	0.999	0.024024024024024024
217	3	3	[Clust217_B.GB.73416.JN101041_2005, Clust217_B.GB.87761.JN101601_2003, Clust217_B.GB.MM33d391_P4.HM586190_2001]	0.999	0.023023023023023025
218	2	2	[Clust218_B.IT.CV1165_28_08.GU969532_2008, Clust218_B.IT.CV150_12_08.GU969525_2008]	0.993	0.042042042042042045
219	4	4	[Clust219_B.GB.78241.JN101001_2005, Clust219_B.GB.79862.JN101284_2001, Clust219_B.GB.67817.JN100938_2000, Clust219_B.GB.98050.JN101673_2003]	0.991	0.043043043043043044
220	2	2	[Clust220_B.GB.69863.JN100807_2002, Clust220_B.GB.74921.JN101569_2005]	1.0	0.04004004004004004
221	2	2	[Clust221_B.GB.83026.JN100694_2004, Clust221_B.GB.95204.JN101767_2004]	1.0	0.002002002002002002
222	8	8	[Clust222_B.GB.87022.JN100991_2006, Clust222_B.GB.85037.JN101741_2006, Clust222_B.GB.95401.JN101931_2006, Clust222_B.GB.91315.JN101880_2006, Clust222_B.GB.99939.JN101230_2006, Clust222_B.GB.66778.JN101390_2007, Clust222_B.GB.74719.JN101482_2006, Clust222_B.GB.96102.JN101903_2006]	0.95	0.035035035035035036
223	2	2	[Clust223_B.CZ.85755PL1.AY694301_2000, Clust223_B.DE.1182_48_4122_20030409.DQ878353_2003]	0.996	0.026026026026026026
224	7	7	[Clust224_B.GB.71102.JN101174_2007, Clust224_B.GB.100346.JN100671_2002, Clust224_B.CY.CY032.FJ388898_2005, Clust224_B.GB.68367.JN100665_2005, Clust224_B.GB.70066.JN101924_2003, Clust224_B.GB.79058.JN101649_2004, Clust224_B.GB.67719.JN100903_2005]	0.999	0.037037037037037035
225	2	2	[Clust225_B.ES.05SP0243935.FJ481802_2005, Clust225_B.ES.06SP0303023.FJ481865_2006]	0.989	0.03403403403403404
226	2	2	[Clust226_B.GB.79410.JN101674_2005, Clust226_B.GB.97561.JN101263_2006]	0.991	0.028028028028028028
227	2	2	[Clust227_B.GB.77200.JN101504_2004, Clust227_B.GB.98242.JN101578_2006]	1.0	0.01001001001001001
228	4	4	[Clust228_B.CY.CY197.JF683749_2007, Clust228_B.GB.83167.JN100971_2004, Clust228_B.GB.67444.JN101626_1999, Clust228_B.GB.73199.JN101836_2002]	1.0	0.04104104104104104
-------------------------
